Date,Open,High,Low,Close,Adj Close,Volume
2019-05-22,3490.780029,3508.260010,3470.100098,3488.750000,3488.750000,20935700
2019-05-23,3467.219971,3481.919922,3443.469971,3445.090088,3445.090088,24892300
2019-05-24,3461.729980,3487.969971,3457.399902,3472.340088,3472.340088,19539900
2019-05-27,3486.790039,3492.889893,3469.830078,3474.830078,3474.830078,9757600
2019-05-28,3479.389893,3498.080078,3458.030029,3488.320068,3488.320068,26172700
2019-05-29,3463.139893,3464.350098,3427.000000,3432.610107,3432.610107,21152100
2019-05-30,3450.449951,3461.739990,3444.209961,3455.500000,3455.500000,13163600
2019-05-31,3421.110107,3428.370117,3399.550049,3427.179932,3427.179932,21719100
2019-06-03,3403.949951,3420.050049,3382.830078,3420.050049,3420.050049,21539200
2019-06-04,3404.479980,3464.459961,3396.709961,3458.389893,3458.389893,31864400
2019-06-05,3468.699951,3481.989990,3440.350098,3454.500000,3454.500000,21712500
2019-06-06,3464.530029,3482.439941,3424.600098,3440.370117,3440.370117,29407600
2019-06-07,3448.219971,3469.860107,3446.060059,3457.469971,3457.469971,22390000
2019-06-10,3469.679932,3488.409912,3468.560059,3483.959961,3483.959961,15412700
2019-06-11,3489.040039,3530.780029,3487.489990,3516.280029,3516.280029,20552900
2019-06-12,3498.429932,3504.810059,3488.209961,3500.780029,3500.780029,16993700
2019-06-13,3494.530029,3512.830078,3486.350098,3492.149902,3492.149902,16663300
2019-06-14,3490.189941,3494.070068,3454.469971,3463.709961,3463.709961,16630100
2019-06-17,3468.800049,3470.060059,3447.510010,3450.810059,3450.810059,15497800
2019-06-18,3450.219971,3517.340088,3432.639893,3513.070068,3513.070068,28938000
2019-06-19,3514.719971,3529.830078,3490.760010,3525.560059,3525.560059,21973400
2019-06-20,3539.330078,3548.830078,3518.520020,3518.520020,3518.520020,25726400
2019-06-21,3523.560059,3536.120117,3496.129883,3505.479980,3505.479980,44591900
2019-06-24,3506.189941,3530.639893,3495.370117,3498.320068,3498.320068,21059800
2019-06-25,3479.449951,3503.540039,3474.469971,3498.229980,3498.229980,17155400
2019-06-26,3494.229980,3520.570068,3492.379883,3497.320068,3497.320068,27351300
2019-06-27,3505.100098,3521.360107,3489.439941,3513.469971,3513.469971,23647400
2019-06-28,3510.959961,3547.459961,3510.479980,3547.459961,3547.459961,18701800
2019-07-01,3576.610107,3598.100098,3576.080078,3578.139893,3578.139893,19394000
2019-07-02,3602.189941,3608.320068,3584.919922,3596.790039,3596.790039,19498500
2019-07-03,3603.070068,3641.229980,3601.080078,3641.229980,3641.229980,18406000
2019-07-04,3643.389893,3661.590088,3643.389893,3657.649902,3657.649902,15690800
2019-07-05,3660.409912,3662.850098,3637.060059,3643.729980,3643.729980,20177800
2019-07-08,3632.510010,3643.260010,3602.530029,3608.590088,3608.590088,19776700
2019-07-09,3591.870117,3599.629883,3565.560059,3587.909912,3587.909912,20178300
2019-07-10,3584.489990,3614.500000,3582.110107,3589.729980,3589.729980,18244700
2019-07-11,3596.040039,3601.040039,3567.010010,3571.129883,3571.129883,19028100
2019-07-12,3557.620117,3586.750000,3556.939941,3578.370117,3578.370117,19245800
2019-07-15,3575.129883,3628.030029,3575.129883,3622.639893,3622.639893,16489200
2019-07-16,3616.949951,3652.070068,3616.949951,3649.639893,3649.639893,17689000
2019-07-17,3643.760010,3652.729980,3618.370117,3626.129883,3626.129883,17666600
2019-07-18,3610.080078,3627.409912,3597.189941,3620.709961,3620.709961,0
2019-07-19,3654.350098,3684.310059,3640.149902,3652.419922,3652.419922,25338100
2019-07-22,3661.040039,3688.350098,3655.850098,3680.489990,3680.489990,16638300
2019-07-23,3698.090088,3730.719971,3698.090088,3723.580078,3723.580078,18967600
2019-07-24,3728.760010,3743.030029,3717.469971,3726.469971,3726.469971,15800900
2019-07-25,3746.290039,3786.169922,3715.100098,3735.159912,3735.159912,36817800
2019-07-26,3743.810059,3749.520020,3725.810059,3735.949951,3735.949951,18279700
2019-07-29,3730.179932,3750.610107,3725.830078,3735.360107,3735.360107,14010600
2019-07-30,3738.070068,3738.070068,3661.649902,3673.090088,3673.090088,24650700
2019-07-31,3690.379883,3708.060059,3687.520020,3701.429932,3701.429932,21482600
2019-08-01,3690.090088,3733.949951,3684.149902,3729.969971,3729.969971,35408900
2019-08-02,3658.729980,3666.610107,3606.000000,3613.000000,3613.000000,50403800
2019-08-05,3567.500000,3568.959961,3511.739990,3525.889893,3525.889893,35071000
2019-08-06,3524.540039,3547.370117,3505.489990,3505.489990,3505.489990,29464100
2019-08-07,3532.020020,3561.000000,3500.500000,3526.050049,3526.050049,33337100
2019-08-08,3566.889893,3584.939941,3546.540039,3574.419922,3574.419922,25431400
2019-08-09,3563.770020,3570.370117,3530.810059,3534.570068,3534.570068,24347100
2019-08-12,3555.000000,3572.679932,3506.370117,3507.310059,3507.310059,23559900
2019-08-13,3493.810059,3544.739990,3465.379883,3519.199951,3519.199951,35666700
2019-08-14,3521.719971,3521.719971,3441.959961,3454.199951,3454.199951,31376000
2019-08-15,3461.830078,3472.669922,3396.770020,3443.340088,3443.340088,29868800
2019-08-16,3460.850098,3501.050049,3455.949951,3498.389893,3498.389893,43400600
2019-08-19,3521.689941,3537.389893,3509.600098,3522.419922,3522.419922,24574200
2019-08-20,3518.479980,3532.010010,3486.550049,3488.169922,3488.169922,22038500
2019-08-21,3498.260010,3533.179932,3498.260010,3525.250000,3525.250000,18364300
2019-08-22,3518.449951,3538.469971,3496.340088,3510.110107,3510.110107,22261700
2019-08-23,3524.330078,3535.580078,3479.199951,3479.199951,3479.199951,20786500
2019-08-26,3461.389893,3500.030029,3447.540039,3487.040039,3487.040039,15728500
2019-08-27,3477.560059,3511.030029,3468.159912,3502.189941,3502.189941,20107000
2019-08-28,3495.290039,3496.050049,3461.570068,3490.820068,3490.820068,15686100
2019-08-29,3485.020020,3540.250000,3482.229980,3526.120117,3526.120117,22980900
2019-08-30,3532.479980,3578.129883,3528.129883,3570.810059,3570.810059,25903900
2019-09-02,3569.979980,3586.639893,3565.969971,3573.300049,3573.300049,13250700
2019-09-03,3571.030029,3573.310059,3550.639893,3562.429932,3562.429932,17790400
2019-09-04,3585.030029,3597.310059,3578.600098,3588.530029,3588.530029,20167100
2019-09-05,3604.879883,3620.239990,3593.050049,3619.540039,3619.540039,26562600
2019-09-06,3618.889893,3627.159912,3606.250000,3617.110107,3617.110107,24644400
2019-09-09,3622.699951,3648.209961,3611.320068,3647.750000,3647.750000,23713400
2019-09-10,3653.639893,3675.399902,3635.689941,3663.659912,3663.659912,34434500
2019-09-11,3677.389893,3680.929932,3661.989990,3677.360107,3677.360107,28723100
2019-09-12,3693.169922,3722.189941,3672.679932,3697.659912,3697.659912,35816500
2019-09-13,3706.000000,3732.110107,3699.879883,3730.239990,3730.239990,30597800
2019-09-16,3707.179932,3713.830078,3693.060059,3700.189941,3700.189941,21073900
2019-09-17,3691.959961,3699.290039,3668.709961,3690.840088,3690.840088,23847400
2019-09-18,3694.469971,3707.719971,3679.290039,3680.090088,3680.090088,19413100
2019-09-19,3685.729980,3705.620117,3681.189941,3705.620117,3705.620117,22953600
2019-09-20,3700.050049,3738.719971,3691.969971,3738.719971,3738.719971,45842300
2019-09-23,3722.280029,3732.719971,3682.689941,3693.469971,3693.469971,18531800
2019-09-24,3697.669922,3725.909912,3673.939941,3678.159912,3678.159912,18777400
2019-09-25,3656.820068,3678.879883,3627.080078,3678.879883,3678.879883,23192700
2019-09-26,3663.550049,3703.030029,3663.550049,3697.729980,3697.729980,19272100
2019-09-27,3703.969971,3714.179932,3700.320068,3712.080078,3712.080078,16060200
2019-09-30,3704.270020,3717.250000,3702.719971,3714.419922,3714.419922,20441100
2019-10-01,3727.659912,3740.270020,3661.770020,3666.139893,3666.139893,20800400
2019-10-02,3657.790039,3659.000000,3566.080078,3566.370117,3566.370117,29880100
2019-10-03,3563.409912,3585.760010,3544.459961,3574.760010,3574.760010,22447100
2019-10-04,3585.689941,3610.639893,3577.120117,3610.639893,3610.639893,19729200
2019-10-07,3611.889893,3633.419922,3602.969971,3628.919922,3628.919922,17059300
2019-10-08,3623.530029,3629.699951,3582.860107,3592.120117,3592.120117,19757100
2019-10-09,3592.679932,3625.540039,3584.389893,3607.550049,3607.550049,18149800
2019-10-10,3608.330078,3660.219971,3594.790039,3657.770020,3657.770020,28202600
2019-10-11,3668.610107,3728.000000,3665.260010,3727.919922,3727.919922,34059200
2019-10-14,3714.100098,3714.100098,3676.699951,3713.560059,3713.560059,19593000
2019-10-15,3730.260010,3764.520020,3713.510010,3757.239990,3757.239990,26681500
2019-10-16,3759.479980,3767.899902,3736.159912,3761.020020,3761.020020,29058600
2019-10-17,3746.250000,3799.500000,3746.250000,3776.409912,3776.409912,24482200
2019-10-18,3773.659912,3778.399902,3752.600098,3757.780029,3757.780029,18198100
2019-10-21,3760.129883,3798.879883,3755.229980,3784.040039,3784.040039,23141200
2019-10-22,3789.100098,3793.739990,3760.800049,3768.479980,3768.479980,17837800
2019-10-23,3757.100098,3769.020020,3744.979980,3760.280029,3760.280029,19704900
2019-10-24,3769.810059,3797.550049,3766.060059,3791.659912,3791.659912,19227800
2019-10-25,3791.639893,3791.639893,3720.620117,3752.350098,3752.350098,21115700
2019-10-28,3750.129883,3773.090088,3746.959961,3770.840088,3770.840088,17914300
2019-10-29,3766.580078,3767.439941,3747.050049,3763.929932,3763.929932,17362600
2019-10-30,3763.739990,3776.300049,3740.179932,3767.320068,3767.320068,21167400
2019-10-31,3769.610107,3777.929932,3732.159912,3763.250000,3763.250000,27037300
2019-11-01,3771.060059,3797.290039,3766.830078,3794.800049,3794.800049,19462900
2019-11-04,3810.340088,3838.350098,3810.340088,3829.199951,3829.199951,26784300
2019-11-05,3841.060059,3859.520020,3832.520020,3851.870117,3851.870117,22684800
2019-11-06,3857.719971,3873.760010,3849.989990,3859.709961,3859.709961,26984300
2019-11-07,3870.020020,3880.419922,3861.729980,3878.139893,3878.139893,29091000
2019-11-08,3862.300049,3908.020020,3851.399902,3876.939941,3876.939941,30418700
2019-11-11,3872.189941,3883.500000,3855.010010,3868.270020,3868.270020,15580700
2019-11-12,3880.469971,3903.340088,3873.110107,3898.479980,3898.479980,17991000
2019-11-13,3879.739990,3880.989990,3853.239990,3878.370117,3878.370117,24538000
2019-11-14,3880.409912,3892.909912,3866.860107,3870.270020,3870.270020,18955100
2019-11-15,3884.159912,3894.679932,3860.139893,3894.250000,3894.250000,17606500
2019-11-18,3903.169922,3920.030029,3887.709961,3905.520020,3905.520020,17328900
2019-11-19,3909.169922,3920.189941,3890.840088,3897.439941,3897.439941,15327600
2019-11-20,3887.300049,3899.969971,3861.729980,3896.189941,3896.189941,19392500
2019-11-21,3871.040039,3878.189941,3842.280029,3873.929932,3873.929932,18116800
2019-11-22,3873.239990,3897.689941,3871.969971,3878.929932,3878.929932,20540700
2019-11-25,3891.219971,3906.719971,3890.600098,3902.929932,3902.929932,13096300
2019-11-26,3901.810059,3909.909912,3878.770020,3904.310059,3904.310059,24773200
2019-11-27,3914.080078,3914.719971,3897.830078,3912.379883,3912.379883,15546300
2019-11-28,3901.469971,3915.709961,3895.290039,3914.860107,3914.860107,11196400
2019-11-29,3897.659912,3925.780029,3893.270020,3906.679932,3906.679932,16326800
2019-12-02,3911.959961,3938.350098,3861.669922,3864.110107,3864.110107,24835200
2019-12-03,3874.080078,3892.489990,3830.060059,3841.330078,3841.330078,22691100
2019-12-04,3835.709961,3890.830078,3835.580078,3889.409912,3889.409912,18123700
2019-12-05,3898.000000,3922.649902,3884.750000,3887.139893,3887.139893,14362300
2019-12-06,3906.679932,3937.689941,3899.810059,3929.050049,3929.050049,16992100
2019-12-09,3928.010010,3947.620117,3925.429932,3942.510010,3942.510010,12899900
2019-12-10,3940.629883,3941.100098,3896.570068,3927.629883,3927.629883,15713800
2019-12-11,3923.389893,3934.550049,3907.719971,3920.850098,3920.850098,13706900
2019-12-12,3925.020020,3946.629883,3894.709961,3931.649902,3931.649902,24514400
2019-12-13,3968.409912,3981.689941,3932.520020,3936.100098,3936.100098,28955200
2019-12-16,3953.879883,3982.649902,3952.610107,3977.889893,3977.889893,17590300
2019-12-17,3970.469971,3976.030029,3949.419922,3963.810059,3963.810059,20484700
2019-12-18,3956.969971,3974.110107,3953.429932,3967.679932,3967.679932,17616900
2019-12-19,3965.530029,3985.290039,3961.669922,3985.290039,3985.290039,16788900
2019-12-20,3986.899902,4002.260010,3980.090088,3992.929932,3992.929932,41108700
2019-12-23,3983.560059,3992.909912,3974.830078,3989.610107,3989.610107,11662100
2019-12-24,3982.139893,3995.800049,3979.050049,3992.129883,3992.129883,2872300
2019-12-27,3994.649902,4012.520020,3990.969971,3996.350098,3996.350098,10713800
2019-12-30,3993.699951,3995.239990,3967.179932,3967.179932,3967.179932,9109600
2019-12-31,3964.000000,3966.189941,3955.830078,3955.830078,3955.830078,4096200
2020-01-02,3982.560059,4021.770020,3982.560059,4015.929932,4015.929932,20110600
2020-01-03,4002.169922,4008.139893,3976.679932,3994.610107,3994.610107,16478900
2020-01-06,3960.570068,3973.870117,3918.729980,3971.780029,3971.780029,16619800
2020-01-07,3981.860107,4013.479980,3976.320068,3984.729980,3984.729980,15120600
2020-01-08,3965.679932,3989.959961,3947.479980,3980.689941,3980.689941,19107300
2020-01-09,4018.959961,4034.080078,4007.530029,4013.979980,4013.979980,23648300
2020-01-10,4025.000000,4025.000000,4008.989990,4009.879883,4009.879883,14829000
2020-01-13,4026.229980,4033.139893,3973.100098,3984.580078,3984.580078,17652400
2020-01-14,3984.639893,3990.629883,3948.250000,3990.629883,3990.629883,17189200
2020-01-15,3985.810059,3988.219971,3963.489990,3970.719971,3970.719971,21099000
2020-01-16,3978.419922,3990.739990,3964.850098,3987.780029,3987.780029,16768100
2020-01-17,3997.189941,4014.810059,3992.850098,4007.199951,4007.199951,19252600
2020-01-20,4010.310059,4013.110107,3991.229980,4012.669922,4012.669922,10964500
2020-01-21,3996.870117,4018.850098,3984.899902,4018.850098,4018.850098,16140100
2020-01-22,4024.419922,4029.669922,4003.649902,4015.709961,4015.709961,18132400
2020-01-23,4007.050049,4019.040039,3971.199951,3978.300049,3978.300049,23143800
2020-01-24,4000.290039,4035.929932,4000.290039,4002.840088,4002.840088,19716100
2020-01-27,3945.709961,3950.159912,3899.679932,3903.500000,3903.500000,26144100
2020-01-28,3918.580078,3962.010010,3898.399902,3956.110107,3956.110107,21420300
2020-01-29,3957.250000,3981.770020,3954.550049,3965.010010,3965.010010,18297200
2020-01-30,3932.199951,3950.060059,3916.149902,3927.860107,3927.860107,20249900
2020-01-31,3938.800049,3952.530029,3901.580078,3907.610107,3907.610107,26161100
2020-02-03,3910.040039,3947.780029,3906.050049,3929.270020,3929.270020,16613200
2020-02-04,3954.699951,4043.560059,3954.429932,4039.919922,4039.919922,24232200
2020-02-05,4043.760010,4126.689941,4043.760010,4103.040039,4103.040039,25568400
2020-02-06,4113.859863,4146.100098,4113.859863,4140.229980,4140.229980,32253800
2020-02-07,4124.899902,4126.330078,4072.250000,4095.199951,4095.199951,23275800
2020-02-10,4083.550049,4102.790039,4076.209961,4101.799805,4101.799805,17575900
2020-02-11,4121.669922,4156.799805,4121.669922,4152.299805,4152.299805,24985200
2020-02-12,4150.089844,4184.270020,4146.609863,4184.270020,4184.270020,25175000
2020-02-13,4172.740234,4182.779785,4126.959961,4182.779785,4182.779785,22581400
2020-02-14,4185.330078,4198.049805,4180.589844,4185.439941,4185.439941,15512700
2020-02-17,4188.819824,4201.350098,4188.080078,4198.310059,4198.310059,10724900
2020-02-18,4173.120117,4184.950195,4147.779785,4164.500000,4164.500000,22911900
2020-02-19,4158.609863,4162.939941,4134.580078,4139.259766,4139.259766,45429100
2020-02-20,4143.180176,4165.000000,4119.040039,4119.040039,4119.040039,34271400
2020-02-21,4095.409912,4101.270020,4063.139893,4078.439941,4078.439941,31742600
2020-02-24,3982.010010,3987.429932,3896.169922,3917.639893,3917.639893,41660000
2020-02-25,3926.840088,3946.879883,3828.399902,3828.399902,3828.399902,39070600
2020-02-26,3789.830078,3841.189941,3686.719971,3830.340088,3830.340088,44544900
2020-02-27,3732.550049,3747.360107,3603.350098,3639.510010,3639.510010,52578400
2020-02-28,3534.899902,3550.840088,3439.899902,3488.600098,3488.600098,73758200
2020-03-02,3562.520020,3605.649902,3452.989990,3523.239990,3523.239990,56337300
2020-03-03,3611.080078,3649.139893,3568.780029,3575.129883,3575.129883,50998900
2020-03-04,3578.040039,3635.229980,3559.060059,3597.979980,3597.979980,56259100
2020-03-05,3641.620117,3641.620117,3519.310059,3544.830078,3544.830078,53829800
2020-03-06,3477.850098,3491.500000,3394.449951,3435.090088,3435.090088,53506000
2020-03-09,null,null,null,null,null,null
2020-03-10,3217.770020,3344.800049,3138.750000,3155.600098,3155.600098,0
2020-03-11,3210.699951,3264.699951,3130.020020,3148.409912,3148.409912,0
2020-03-12,3020.110107,3030.350098,2697.939941,2701.000000,2701.000000,0
2020-03-13,2795.699951,2950.360107,2701.780029,2728.929932,2728.929932,0
2020-03-16,2622.500000,2622.810059,2406.750000,2535.580078,2535.580078,88588700
2020-03-17,2635.010010,2639.159912,2426.719971,2528.770020,2528.770020,82117200
2020-03-18,2517.100098,2597.899902,2511.500000,2576.209961,2576.209961,66126900
2020-03-19,2631.189941,2720.439941,2565.419922,2636.020020,2636.020020,70940500
2020-03-20,2761.120117,2856.229980,2735.939941,2771.489990,2771.489990,118509800
2020-03-23,2675.760010,2742.389893,2631.050049,2664.100098,2664.100098,69063400
2020-03-24,2794.770020,2867.590088,2781.199951,2867.590088,2867.590088,60549200
2020-03-25,2980.729980,3036.320068,2826.679932,2919.649902,2919.649902,59707000
2020-03-26,2853.090088,3004.429932,2839.000000,3004.429932,3004.429932,42320300
2020-03-27,2932.169922,2946.850098,2802.989990,2862.790039,2862.790039,49281100
2020-03-30,2854.219971,2854.219971,2755.290039,2826.939941,2826.939941,52013500
2020-03-31,2863.639893,2930.229980,2856.530029,2901.580078,2901.580078,70061000
2020-04-01,2836.540039,2866.080078,2820.729980,2839.419922,2839.419922,58430800
2020-04-02,2878.260010,2912.729980,2829.219971,2895.399902,2895.399902,47392800
2020-04-03,2881.419922,2895.260010,2838.419922,2857.050049,2857.050049,37135500
2020-04-06,2964.959961,2982.169922,2934.189941,2969.800049,2969.800049,52749200
2020-04-07,3035.719971,3068.610107,3001.159912,3033.570068,3033.570068,55719100
2020-04-08,3029.060059,3055.320068,3009.860107,3055.320068,3055.320068,34297900
2020-04-09,3105.800049,3138.489990,3051.050049,3092.389893,3092.389893,47446200
2020-04-14,3130.570068,3142.780029,3046.449951,3057.659912,3057.659912,42590800
2020-04-15,3044.729980,3055.010010,2919.669922,2920.820068,2920.820068,47226600
2020-04-16,2964.169922,2980.560059,2925.159912,2925.159912,2925.159912,49186900
2020-04-17,3015.129883,3018.649902,2980.959961,3015.409912,3015.409912,51303500
2020-04-20,3035.820068,3038.520020,2978.199951,3021.850098,3021.850098,35771400
2020-04-21,2983.530029,2983.530029,2908.090088,2908.090088,2908.090088,35721700
2020-04-22,2943.090088,2951.239990,2915.949951,2950.370117,2950.370117,31431400
2020-04-23,2970.989990,3038.179932,2940.820068,3017.760010,3017.760010,31971300
2020-04-24,2968.639893,2987.469971,2938.939941,2942.979980,2942.979980,40430600
2020-04-27,3005.429932,3036.439941,3003.590088,3036.439941,3036.439941,29799000
2020-04-28,3040.330078,3122.120117,3033.830078,3121.320068,3121.320068,48348000
2020-04-29,3125.860107,3199.169922,3119.399902,3196.120117,3196.120117,41589300
2020-04-30,3198.050049,3210.510010,3086.989990,3099.120117,3099.120117,55523300
2020-05-04,3018.780029,3018.780029,2944.719971,2952.219971,2952.219971,49798300
2020-05-05,3012.520020,3020.120117,2962.389893,3006.290039,3006.290039,37194500
2020-05-06,3013.590088,3036.540039,2989.610107,2998.459961,2998.459961,33223900
2020-05-07,3012.979980,3059.649902,3012.649902,3052.550049,3052.550049,32031000
2020-05-08,3101.290039,3101.290039,3047.229980,3058.659912,3058.659912,41088800
2020-05-11,3079.550049,3088.159912,3029.040039,3060.000000,3060.000000,29985800
2020-05-12,3050.090088,3078.899902,3045.370117,3067.800049,3067.800049,37409400
2020-05-13,3024.300049,3029.679932,2973.770020,2973.770020,2973.770020,39512300
2020-05-14,2917.040039,2939.060059,2852.889893,2899.510010,2899.510010,50100800
2020-05-15,2939.560059,2959.010010,2891.149902,2932.209961,2932.209961,46166500
2020-05-18,2970.729980,3029.290039,2948.830078,3026.689941,3026.689941,43435200
2020-05-19,3048.820068,3056.409912,2936.370117,2960.889893,2960.889893,46540100
2020-05-20,2944.399902,2998.080078,2912.020020,2994.699951,2994.699951,43185600
2020-05-21,2933.840088,2977.229980,2921.570068,2940.620117,2940.620117,33542700
2020-05-22,2905.189941,2979.409912,2891.840088,2962.729980,2962.729980,40338000
2020-05-25,2979.939941,3003.879883,2965.350098,3003.879883,3003.879883,19633300
2020-05-26,3041.979980,3175.610107,3038.909912,3165.459961,3165.459961,47104300
2020-05-27,3182.790039,3262.810059,3177.229980,3234.070068,3234.070068,65314700
2020-05-28,3263.310059,3294.969971,3251.760010,3281.899902,3281.899902,48369800
2020-05-29,3243.540039,3257.969971,3194.709961,3202.949951,3202.949951,65345200
2020-06-01,3253.459961,3269.860107,3231.540039,3268.030029,3268.030029,31143000
2020-06-02,3288.840088,3332.610107,3269.310059,3320.419922,3320.419922,46684000
2020-06-03,3341.189941,3427.239990,3340.139893,3427.239990,3427.239990,54093100
2020-06-04,3412.570068,3469.360107,3392.969971,3449.889893,3449.889893,60879800
2020-06-05,3481.389893,3544.659912,3478.659912,3540.000000,3540.000000,69036200
2020-06-08,3515.510010,3565.840088,3511.409912,3535.110107,3535.110107,57622100
2020-06-09,3531.750000,3543.399902,3445.250000,3487.330078,3487.330078,62300
2020-06-10,3497.489990,3533.689941,3433.219971,3442.659912,3442.659912,42655500
2020-06-11,3355.320068,3358.929932,3271.679932,3271.679932,3271.679932,57600
2020-06-12,3240.550049,3353.889893,3215.290039,3296.629883,3296.629883,49400
2020-06-15,3225.760010,3352.370117,3225.760010,3339.350098,3339.350098,48400
2020-06-16,3405.060059,3495.340088,3388.729980,3447.649902,3447.649902,51400
2020-06-17,3440.379883,3493.250000,3420.280029,3440.909912,3440.909912,41400
2020-06-18,3429.800049,3477.879883,3383.100098,3413.959961,3413.959961,42000
2020-06-19,3437.550049,3439.030029,3376.570068,3376.570068,3376.570068,112300
2020-06-22,3349.290039,3413.239990,3339.570068,3383.270020,3383.270020,32808300
2020-06-23,3404.649902,3457.699951,3395.040039,3433.879883,3433.879883,35540700
2020-06-24,3406.979980,3410.469971,3301.530029,3301.530029,3301.530029,32758000
2020-06-25,3284.909912,3361.469971,3258.639893,3357.000000,3357.000000,32960500
2020-06-26,3381.479980,3386.340088,3303.820068,3304.540039,3304.540039,33400
2020-06-29,3284.139893,3345.639893,3266.550049,3326.330078,3326.330078,31302700
2020-06-30,3332.899902,3343.459961,3298.909912,3328.010010,3328.010010,32458700
2020-07-01,3334.870117,3364.090088,3300.070068,3331.989990,3331.989990,30848600
2020-07-02,3363.600098,3421.750000,3357.610107,3402.459961,3402.459961,38434000
2020-07-03,3406.229980,3411.699951,3374.669922,3393.250000,3393.250000,21786600
2020-07-06,3444.429932,3473.919922,3433.229980,3473.179932,3473.179932,33300
2020-07-07,3458.790039,3468.219971,3441.459961,3462.830078,3462.830078,26573700
2020-07-08,3441.909912,3452.800049,3414.139893,3418.909912,3418.909912,33843800
2020-07-09,3433.889893,3443.100098,3389.100098,3393.610107,3393.610107,32121800
2020-07-10,3377.780029,3442.060059,3374.590088,3442.060059,3442.060059,29263200
2020-07-13,3473.399902,3479.919922,3449.979980,3478.270020,3478.270020,23802200
2020-07-14,3433.260010,3457.770020,3411.590088,3457.770020,3457.770020,26808800
2020-07-15,3482.360107,3533.370117,3460.090088,3500.870117,3500.870117,36150300
2020-07-16,3472.989990,3506.560059,3465.600098,3499.300049,3499.300049,25672800
2020-07-17,3489.760010,3499.399902,3471.500000,3491.159912,3491.159912,27601900
2020-07-20,3470.110107,3529.250000,3442.879883,3526.909912,3526.909912,23240900
2020-07-21,3550.360107,3593.989990,3542.209961,3553.270020,3553.270020,38500
2020-07-22,3535.530029,3551.080078,3492.770020,3501.649902,3501.649902,25716800
2020-07-23,3509.020020,3516.530029,3484.250000,3492.060059,3492.060059,21302700
2020-07-24,3455.050049,3455.270020,3415.889893,3435.429932,3435.429932,18997400
2020-07-27,3419.500000,3425.110107,3398.169922,3407.459961,3407.459961,20364500
2020-07-28,3412.330078,3439.149902,3399.689941,3436.699951,3436.699951,23917100
2020-07-29,3435.780029,3451.739990,3400.959961,3405.620117,3405.620117,24225200
2020-07-30,3442.250000,3456.100098,3308.479980,3340.479980,3340.479980,38709800
2020-07-31,3335.590088,3350.290039,3273.370117,3273.370117,3273.370117,28728500
2020-08-03,3271.290039,3323.489990,3249.239990,3322.989990,3322.989990,24114600
2020-08-04,3342.760010,3358.649902,3307.639893,3320.709961,3320.709961,23957300
2020-08-05,3334.939941,3355.320068,3319.179932,3330.489990,3330.489990,20100
2020-08-06,3329.760010,3337.510010,3285.229980,3308.629883,3308.629883,38900
2020-08-07,3308.159912,3343.300049,3281.179932,3340.100098,3340.100098,28076800
2020-08-10,3360.580078,3377.520020,3337.209961,3355.270020,3355.270020,25940700
2020-08-11,3386.550049,3436.719971,3386.550049,3433.600098,3433.600098,33700000
2020-08-12,3430.330078,3475.590088,3421.800049,3466.870117,3466.870117,29952200
2020-08-13,3449.270020,3466.540039,3443.479980,3447.139893,3447.139893,20181300
2020-08-14,3444.010010,3444.010010,3380.770020,3422.000000,3422.000000,19310200
2020-08-17,3430.699951,3440.719971,3406.469971,3426.169922,3426.169922,13767100
2020-08-18,3412.340088,3442.290039,3388.919922,3393.239990,3393.239990,18531900
2020-08-19,3388.860107,3403.590088,3331.419922,3375.600098,3375.600098,18033200
2020-08-20,3339.370117,3359.350098,3326.199951,3337.620117,3337.620117,17800
2020-08-21,3351.199951,3355.850098,3288.149902,3302.919922,3302.919922,23800
2020-08-24,3333.030029,3371.120117,3333.030029,3368.989990,3368.989990,19300
2020-08-25,3387.179932,3411.540039,3367.350098,3369.520020,3369.520020,29400
2020-08-26,3366.550049,3403.120117,3360.649902,3400.379883,3400.379883,19000
2020-08-27,3397.600098,3397.600098,3367.620117,3370.250000,3370.250000,20600
2020-08-28,3381.300049,3390.239990,3348.209961,3378.600098,3378.600098,24100
2020-08-31,3398.080078,3410.909912,3330.929932,3332.530029,3332.530029,25811200
2020-09-01,3353.189941,3365.870117,3297.399902,3314.229980,3314.229980,23300
2020-09-02,3332.639893,3375.489990,3332.639893,3358.679932,3358.679932,25200
2020-09-03,3385.689941,3412.330078,3311.040039,3327.189941,3327.189941,25700
2020-09-04,3313.280029,3373.239990,3287.889893,3310.689941,3310.689941,33100
2020-09-07,3327.219971,3366.959961,3327.219971,3359.379883,3359.379883,16005900
2020-09-08,3370.129883,3374.889893,3283.929932,3303.229980,3303.229980,27100
2020-09-09,3305.610107,3365.530029,3302.729980,3362.399902,3362.399902,24400
2020-09-10,3366.310059,3376.989990,3342.060059,3355.850098,3355.850098,23000
2020-09-11,3354.790039,3368.719971,3338.570068,3351.239990,3351.239990,23900
2020-09-14,3369.360107,3374.340088,3339.830078,3353.620117,3353.620117,19000
2020-09-15,3354.629883,3380.540039,3340.909912,3363.149902,3363.149902,20100
2020-09-16,3362.739990,3392.899902,3355.120117,3392.899902,3392.899902,24200
2020-09-17,3390.179932,3390.179932,3390.179932,3390.179932,3390.179932,25648000
2020-09-18,3375.860107,3375.860107,3375.860107,3375.860107,3375.860107,59134300
